"T_c (C)";"q_dot_in (MW)";"q_dot_solar (MW)";"q_dot_out (MW)";"T_amb (°C)";"I (W/m2)";"phi (eur/Wh)"
522.4497215266;0.8133;0.7407;1.1832;25;906;0.6187
508.6325790546;0.8146;0.6466;1.1467;26.1;791;0.6893
525.6828898168;0.8160;0.7611;1.1886;27.2;931;0.6143
521.0415401002;0.8168;0.7161;1.1761;27.8;876;0.6371
515.8010263278;0.8168;0.6859;1.1628;27.8;839;0.6616
496.9707514799;0.8160;0.5763;1.1158;27.2;705;0.7635
378.5198476027;0.8140;0.0000;0.8213;25.6;0;31.3146
360.7730704541;0.8111;0.0000;0.7797;23.3;0;0.0000
357.2312779496;0.8084;0.0000;0.7735;21.1;0;0.0000
355.5219651339;0.8062;0.0000;0.7713;19.4;0;0.0000
354.4558052534;0.8049;0.0000;0.7700;18.3;0;0.0000
352.5510828289;0.8021;0.0000;0.7680;16.1;0;0.0000
352.3635101192;0.8021;0.0000;0.7675;16.1;0;0.0000
351.929714134;0.8015;0.0000;0.7671;15.6;0;0.0000
350.0073159667;0.7986;0.0000;0.7651;13.3;0;0.0000
349.4105639047;0.7980;0.0000;0.7642;12.8;0;0.0000
348.8543755148;0.7972;0.0000;0.7636;12.2;0;0.0000
348.3895764667;0.7966;0.0000;0.7630;11.7;0;0.0000
366.7816671261;0.7966;0.0809;0.8093;11.7;99;17.9555
440.5575567356;0.8000;0.4063;0.9901;14.4;497;1.2038
410.9099770572;0.8042;0.2068;0.9119;17.8;253;2.1267
483.7746482539;0.8062;0.5951;1.0924;19.4;728;0.8000
513.8284129543;0.8084;0.7243;1.1663;21.1;886;0.6396
525.1395607821;0.8098;0.7750;1.1936;22.2;948;0.5963
528.404976902;0.8125;0.7799;1.1991;24.4;954;0.5920
530.5101446757;0.8146;0.7848;1.2023;26.1;960;0.5904
499.6544774414;0.8160;0.5821;1.1226;27.2;712;0.7466
499.0933157177;0.8174;0.5951;1.1198;28.3;728;0.7569
509.6909617254;0.8174;0.6597;1.1466;28.3;807;0.6952
496.9612130663;0.8174;0.5755;1.1144;28.3;704;0.7707
380.2805199087;0.8168;0.0000;0.8230;27.8;0;36.8707
362.3302031524;0.8133;0.0000;0.7814;25;0;0.0000
359.1812284972;0.8111;0.0000;0.7757;23.3;0;0.0000
356.6941159217;0.8077;0.0000;0.7728;20.6;0;0.0000
355.473653887;0.8062;0.0000;0.7712;19.4;0;0.0000
354.4498435865;0.8049;0.0000;0.7700;18.3;0;0.0000
353.0406495123;0.8029;0.0000;0.7685;16.7;0;0.0000
352.9010096765;0.8029;0.0000;0.7681;16.7;0;0.0000
351.983610878;0.8015;0.0000;0.7672;15.6;0;0.0000
351.8948928823;0.8015;0.0000;0.7670;15.6;0;0.0000
351.3924024917;0.8007;0.0000;0.7665;15;0;0.0000
350.4444123434;0.7993;0.0000;0.7655;13.9;0;0.0000
371.0177748024;0.8000;0.0891;0.8166;14.4;109;13.7987
455.8498630108;0.8029;0.4742;1.0255;16.7;580;1.0280
494.5027058067;0.8056;0.6311;1.1201;18.9;772;0.7279
504.9713916978;0.8084;0.6622;1.1438;21.1;810;0.6824
480.4184694406;0.8111;0.5028;1.0790;23.3;615;0.8546
472.3198248005;0.8133;0.4676;1.0565;25;572;0.9412
489.8487431295;0.8154;0.5641;1.0985;26.7;690;0.8086
513.0129920022;0.8174;0.6859;1.1551;28.3;839;0.6779
523.4742222424;0.8195;0.7308;1.1795;30;894;0.6359
462.857533977;0.8203;0.3679;1.0257;30.6;450;1.1144
466.7752259056;0.8209;0.4259;1.0349;31.1;521;1.0697
387.6675475834;0.8188;0.0458;0.8394;29.4;56;11.0732
365.6558021425;0.8168;0.0000;0.7863;27.8;0;0.0000
361.3858829553;0.8140;0.0000;0.7783;25.6;0;0.0000
359.6031203417;0.8119;0.0000;0.7760;23.9;0;0.0000
358.0441940446;0.8098;0.0000;0.7742;22.2;0;0.0000
356.9925024999;0.8084;0.0000;0.7729;21.1;0;0.0000
356.4780589077;0.8077;0.0000;0.7722;20.6;0;0.0000
355.9355380338;0.8070;0.0000;0.7716;20;0;0.0000
355.3921265329;0.8062;0.0000;0.7710;19.4;0;0.0000
354.9297869747;0.8056;0.0000;0.7705;18.9;0;0.0000
355.2912978383;0.8062;0.0000;0.7708;19.4;0;0.0000
354.4267641844;0.8049;0.0000;0.7700;18.3;0;0.0000
354.3449733718;0.8049;0.0000;0.7698;18.3;0;0.0000
366.0594515654;0.8029;0.0572;0.8013;16.7;70;0.0000
395.8289436181;0.8035;0.1823;0.8750;17.2;223;3.1996
471.7473417027;0.8049;0.5396;1.0634;18.3;660;0.8852
506.5878769869;0.8084;0.6859;1.1479;21.1;839;0.6742
501.394464465;0.8125;0.6188;1.1306;24.4;757;0.7197
450.6982465807;0.8146;0.3360;1.0009;26.1;411;1.2292
493.2843228463;0.8168;0.5935;1.1058;27.8;726;0.7921
513.02889208;0.8181;0.6810;1.1543;28.9;833;0.6809
524.1991652233;0.8195;0.7358;1.1813;30;900;0.6327
500.4108306299;0.8195;0.5796;1.1210;30;709;0.7593
457.5765466035;0.8195;0.3581;1.0132;30;438;1.1819
459.1835854232;0.8181;0.3973;1.0186;28.9;486;1.1419
374.2913069266;0.8154;0.0000;0.8094;26.7;0;0.0000
361.2559145702;0.8125;0.0000;0.7795;24.4;0;0.0000
358.1865966625;0.8098;0.0000;0.7745;22.2;0;0.0000
356.5975405182;0.8077;0.0000;0.7725;20.6;0;0.0000
355.9503971481;0.8070;0.0000;0.7717;20;0;0.0000
354.4958047411;0.8049;0.0000;0.7701;18.3;0;0.0000
353.0470450604;0.8029;0.0000;0.7685;16.7;0;0.0000
352.4114739522;0.8021;0.0000;0.7676;16.1;0;0.0000
351.9362771448;0.8015;0.0000;0.7671;15.6;0;0.0000
351.3979845466;0.8007;0.0000;0.7665;15;0;0.0000
350.4449633077;0.7993;0.0000;0.7655;13.9;0;0.0000
349.8600414497;0.7986;0.0000;0.7647;13.3;0;0.0000
374.1139940772;0.7986;0.1071;0.8257;13.3;131;8.4485
458.8645604264;0.8021;0.4905;1.0338;16.1;600;0.9877
493.1135909072;0.8062;0.6188;1.1159;19.4;757;0.7391
512.7766457063;0.8091;0.7096;1.1628;21.7;868;0.6472
522.5477610429;0.8111;0.7537;1.1856;23.3;922;0.6112
524.4597564994;0.8125;0.7554;1.1891;24.4;924;0.6078
530.5168418841;0.8154;0.7848;1.2016;26.7;960;0.5927
532.1348482428;0.8174;0.7848;1.2037;28.3;960;0.5926
502.1358494893;0.8188;0.5870;1.1261;29.4;718;0.7448
500.3624701091;0.8195;0.5943;1.1209;30;727;0.7596
460.3416716835;0.8209;0.3679;1.0187;31.1;450;1.1570
472.2608236776;0.8203;0.4586;1.0493;30.6;561;0.9995
377.8073554075;0.8181;0.0000;0.8154;28.9;0;0.0000
363.4758866629;0.8154;0.0000;0.7822;26.7;0;0.0000
361.1733570052;0.8140;0.0000;0.7778;25.6;0;0.0000
359.9883435232;0.8125;0.0000;0.7763;24.4;0;0.0000
358.5703851925;0.8105;0.0000;0.7747;22.8;0;0.0000
357.0447925293;0.8084;0.0000;0.7730;21.1;0;0.0000
357.7895906433;0.8098;0.0000;0.7735;22.2;0;0.0000
355.164421693;0.8056;0.0000;0.7711;18.9;0;0.0000
355.3229488114;0.8062;0.0000;0.7708;19.4;0;0.0000
355.8171895879;0.8070;0.0000;0.7713;20;0;0.0000
355.376777565;0.8062;0.0000;0.7710;19.4;0;0.0000
355.3363352208;0.8062;0.0000;0.7709;19.4;0;0.0000
378.4861048488;0.8029;0.1120;0.8324;16.7;137;7.7572
456.2283798379;0.8056;0.4635;1.0237;18.9;567;1.0495
492.8586270683;0.8091;0.6099;1.1124;21.7;746;0.7548
482.5831741877;0.8119;0.5199;1.0837;23.9;636;0.8422
515.0684957344;0.8140;0.7153;1.1637;25.6;875;0.6546
525.5834719638;0.8160;0.7554;1.1884;27.2;924;0.6147
529.1413351422;0.8168;0.7701;1.1967;27.8;942;0.6025
532.7009085042;0.8188;0.7848;1.2037;29.4;960;0.5946
521.6736307049;0.8195;0.7063;1.1749;30;864;0.6441
513.5843955563;0.8203;0.6597;1.1536;30.6;807;0.6867
483.9485232418;0.8209;0.4872;1.0780;31.1;596;0.8901
462.482842371;0.8209;0.3899;1.0241;31.1;477;1.1264
376.7560203033;0.8188;0.0000;0.8121;29.4;0;0.0000
363.7723591541;0.8160;0.0000;0.7823;27.2;0;0.0000
362.1006280636;0.8154;0.0000;0.7787;26.7;0;0.0000
360.0792766085;0.8125;0.0000;0.7765;24.4;0;0.0000
359.8860125348;0.8125;0.0000;0.7760;24.4;0;0.0000
356.7636949234;0.8077;0.0000;0.7730;20.6;0;0.0000
355.9737357292;0.8070;0.0000;0.7717;20;0;0.0000
354.9878590029;0.8056;0.0000;0.7706;18.9;0;0.0000
353.9928019924;0.8042;0.0000;0.7695;17.8;0;0.0000
353.4033100628;0.8035;0.0000;0.7688;17.2;0;0.0000
352.9344313893;0.8029;0.0000;0.7682;16.7;0;0.0000
351.9884494684;0.8015;0.0000;0.7672;15.6;0;0.0000
380.380891469;0.8015;0.1259;0.8385;15.6;154;6.1870
449.1004073161;0.8049;0.4276;1.0066;18.3;523;1.1346
462.3848959708;0.8091;0.4439;1.0357;21.7;543;1.0105
481.9846007267;0.8125;0.5338;1.0815;24.4;653;0.8508
505.3292126407;0.8160;0.6475;1.1370;27.2;792;0.7132
484.1352527985;0.8195;0.4970;1.0799;30;608;0.8791
505.2228720322;0.8216;0.6278;1.1310;31.7;768;0.7399
501.8995227719;0.8223;0.5919;1.1220;32.2;724;0.7638
515.9361793569;0.8236;0.6761;1.1561;33.3;827;0.6885
524.9788785188;0.8236;0.7251;1.1791;33.3;887;0.6440
516.2520347254;0.8250;0.6581;1.1555;34.4;805;0.6926
502.7645580153;0.8236;0.5861;1.1228;33.3;717;0.7653
384.4745650329;0.8223;0.0000;0.8280;32.2;0;40.2333
365.4335169502;0.8174;0.0000;0.7851;28.3;0;0.0000
363.1553307061;0.8168;0.0000;0.7800;27.8;0;0.0000
361.1597254475;0.8140;0.0000;0.7777;25.6;0;0.0000
359.5859864226;0.8119;0.0000;0.7759;23.9;0;0.0000
359.4281198028;0.8119;0.0000;0.7755;23.9;0;0.0000
357.6148171969;0.8091;0.0000;0.7737;21.7;0;0.0000
356.9512029693;0.8084;0.0000;0.7728;21.1;0;0.0000
355.9831112855;0.8070;0.0000;0.7717;20;0;0.0000
354.9903020816;0.8056;0.0000;0.7706;18.9;0;0.0000
354.4012997065;0.8049;0.0000;0.7699;18.3;0;0.0000
353.0343776414;0.8029;0.0000;0.7685;16.7;0;0.0000
378.6038431649;0.8042;0.1095;0.8313;17.8;134;8.4627
435.5660810112;0.8070;0.3540;0.9706;20;433;1.3988
441.3479355911;0.8111;0.3376;0.9810;23.3;413;1.3478
463.2987647124;0.8174;0.4292;1.0297;28.3;525;1.0783
492.7876087275;0.8188;0.5755;1.1025;29.4;704;0.8068
471.4647334606;0.8230;0.4243;1.0445;32.8;519;1.0334
508.1536139031;0.8250;0.6426;1.1350;34.4;786;0.7384
497.1264611283;0.8265;0.5477;1.1056;35.6;670;0.8202
517.2675362067;0.8272;0.6761;1.1560;36.1;827;0.6962
484.185957047;0.8265;0.4684;1.0730;35.6;573;0.9288
497.2337609606;0.8250;0.5698;1.1074;34.4;697;0.8106
474.5096287531;0.8230;0.4390;1.0522;32.8;537;0.9989
379.6953716971;0.8209;0.0000;0.8174;31.1;0;0.0000
365.4449041809;0.8181;0.0000;0.7844;28.9;0;0.0000
362.2641186572;0.8154;0.0000;0.7791;26.7;0;0.0000
361.4839604172;0.8146;0.0000;0.7779;26.1;0;0.0000
360.5093349899;0.8133;0.0000;0.7769;25;0;0.0000
359.9255469745;0.8125;0.0000;0.7761;24.4;0;0.0000
360.3545356365;0.8133;0.0000;0.7765;25;0;0.0000
359.9052003006;0.8125;0.0000;0.7761;24.4;0;0.0000
358.968063174;0.8111;0.0000;0.7751;23.3;0;0.0000
357.9797837103;0.8098;0.0000;0.7740;22.2;0;0.0000
356.9844243408;0.8084;0.0000;0.7729;21.1;0;0.0000
354.1925780412;0.8042;0.0000;0.7700;17.8;0;0.0000
371.6625645905;0.8021;0.0842;0.8160;16.1;103;16.4183
353.9345798277;0.8007;0.0000;0.7729;15;0;0.0000
399.1179427836;0.8021;0.2085;0.8846;16.1;255;2.7749
461.1956393474;0.8029;0.4864;1.0389;16.7;595;0.9696
493.3009398532;0.8077;0.6139;1.1149;20.6;751;0.7453
482.7227415436;0.8070;0.5363;1.0889;20;656;0.8118
475.9108363975;0.8070;0.5052;1.0718;20;618;0.8645
493.3107394571;0.8077;0.6066;1.1149;20.6;742;0.7452
511.4518820617;0.8077;0.7063;1.1609;20.6;864;0.6482
483.0250778838;0.8077;0.5240;1.0890;20.6;641;0.8140
472.0311903384;0.8062;0.4864;1.0628;19.4;595;0.8923
471.5611009598;0.8049;0.4946;1.0630;18.3;605;0.8868
433.759831102;0.8021;0.3066;0.9710;16.1;375;1.3553
361.1485189156;0.8000;0.0000;0.7918;14.4;0;0.0000
350.4699919409;0.7980;0.0000;0.7669;12.8;0;0.0000
348.5329945104;0.7966;0.0000;0.7634;11.7;0;0.0000
347.8650234918;0.7958;0.0000;0.7625;11.1;0;0.0000
347.7987187795;0.7958;0.0000;0.7623;11.1;0;0.0000
347.381135455;0.7952;0.0000;0.7619;10.6;0;0.0000
347.3406239387;0.7952;0.0000;0.7618;10.6;0;0.0000
346.8437136808;0.7944;0.0000;0.7613;10;0;0.0000
345.4025931121;0.7923;0.0000;0.7598;8.3;0;0.0000
344.3588020079;0.7909;0.0000;0.7585;7.2;0;0.0000
343.3495896842;0.7895;0.0000;0.7574;6.1;0;0.0000
371.8539176879;0.7909;0.1218;0.8277;7.2;149;6.2318
434.6370391325;0.7931;0.3940;0.9822;8.9;482;1.2103
471.901046676;0.7966;0.5428;1.0721;11.7;664;0.8307
470.7667421516;0.7993;0.5060;1.0665;13.9;619;0.8568
473.771915658;0.8015;0.5175;1.0719;15.6;633;0.8463
485.058327107;0.8042;0.5706;1.0976;17.8;698;0.7802
514.4563380711;0.8062;0.7358;1.1700;19.4;900;0.6292
525.5010691896;0.8077;0.7840;1.1966;20.6;959;0.5887
513.8671274581;0.8091;0.6957;1.1656;21.7;851;0.6421
511.6341679291;0.8105;0.6851;1.1585;22.8;838;0.6577
504.4291919433;0.8105;0.6417;1.1403;22.8;785;0.6941
493.610772861;0.8084;0.5886;1.1150;21.1;720;0.7464
439.5642261115;0.8062;0.3098;0.9814;19.4;379;1.3070
363.627882504;0.8029;0.0000;0.7951;16.7;0;0.0000
353.0062897321;0.8015;0.0000;0.7698;15.6;0;0.0000
350.585286895;0.7993;0.0000;0.7658;13.9;0;0.0000
350.3639650547;0.7993;0.0000;0.7653;13.9;0;0.0000
349.8484432582;0.7986;0.0000;0.7647;13.3;0;0.0000
349.3896313472;0.7980;0.0000;0.7642;12.8;0;0.0000
348.4431352223;0.7966;0.0000;0.7632;11.7;0;0.0000
347.8585659285;0.7958;0.0000;0.7625;11.1;0;0.0000
347.3889101996;0.7952;0.0000;0.7619;10.6;0;0.0000
346.8499915791;0.7944;0.0000;0.7613;10;0;0.0000
346.3045557439;0.7937;0.0000;0.7607;9.4;0;0.0000
383.8683023667;0.7944;0.1643;0.8542;10;201;3.8326
446.2944481343;0.7958;0.4382;1.0086;11.1;536;1.0758
412.6570315641;0.7972;0.2322;0.9232;12.2;284;1.8167
452.8513737824;0.7986;0.4488;1.0223;13.3;549;1.0233
477.6629789126;0.8007;0.5518;1.0825;15;675;0.8124
468.1113701488;0.8029;0.4774;1.0563;16.7;584;0.9031
486.654978084;0.8042;0.5837;1.1016;17.8;714;0.7697
511.7334755818;0.8054;0.7202;1.1640;18.7;881;0.6383
522.0221447885;0.8056;0.7701;1.1899;18.9;942;0.5957
480.682931675;0.8062;0.5085;1.0846;19.4;622;0.8224
485.65952133;0.8049;0.5690;1.0985;18.3;696;0.7795
461.2878770086;0.8029;0.4365;1.0392;16.7;534;0.9686
428.8321344407;0.8000;0.2951;0.9608;14.4;361;1.4231
359.6715343124;0.7986;0.0000;0.7895;13.3;0;0.0000
349.8314651314;0.7972;0.0000;0.7661;12.2;0;0.0000
347.9771500273;0.7958;0.0000;0.7628;11.1;0;0.0000
347.3998657198;0.7952;0.0000;0.7619;10.6;0;0.0000
347.3422588438;0.7952;0.0000;0.7618;10.6;0;0.0000
346.8438356643;0.7944;0.0000;0.7613;10;0;0.0000
346.3039562916;0.7937;0.0000;0.7607;9.4;0;0.0000
346.2495906845;0.7937;0.0000;0.7605;9.4;0;0.0000
345.8326885829;0.7931;0.0000;0.7601;8.9;0;0.0000
345.3004482647;0.7923;0.0000;0.7595;8.3;0;0.0000
345.2471040592;0.7923;0.0000;0.7594;8.3;0;0.0000
383.6685430596;0.7923;0.1700;0.8558;8.3;208;3.6057
449.9122360869;0.7944;0.4611;1.0190;10;564;1.0192
489.3227309571;0.7958;0.6360;1.1168;11.1;778;0.7131
503.3182497514;0.7986;0.6875;1.1495;13.3;841;0.6523
500.274410204;0.8007;0.6532;1.1396;15;799;0.6754
509.2934109215;0.8021;0.7071;1.1611;16.1;865;0.6376
508.5333531467;0.8035;0.6916;1.1578;17.2;846;0.6461
518.93178454;0.8062;0.7496;1.1814;19.4;917;0.6102
496.7839762108;0.8070;0.6017;1.1245;20;736;0.7210
490.7703028684;0.8062;0.5837;1.1100;19.4;714;0.7535
460.1776862541;0.8042;0.4235;1.0350;17.8;518;0.9919
465.0009897166;0.8021;0.4750;1.0493;16.1;581;0.9262
375.618322469;0.8000;0.0450;0.8281;14.4;55;8.1461
351.7297757085;0.7972;0.0000;0.7709;12.2;0;0.0000
348.1563272463;0.7958;0.0000;0.7632;11.1;0;0.0000
347.4138499616;0.7952;0.0000;0.7620;10.6;0;0.0000
346.8518205501;0.7944;0.0000;0.7613;10;0;0.0000
346.3046755008;0.7937;0.0000;0.7607;9.4;0;0.0000
346.2496452777;0.7937;0.0000;0.7605;9.4;0;0.0000
345.8326921993;0.7931;0.0000;0.7601;8.9;0;0.0000
345.3004484793;0.7923;0.0000;0.7595;8.3;0;0.0000
343.4431962825;0.7895;0.0000;0.7576;6.1;0;0.0000
342.3578583479;0.7882;0.0000;0.7563;5;0;0.0000
341.7525324445;0.7874;0.0000;0.7555;4.4;0;0.0000
375.7771152313;0.7882;0.1480;0.8402;5;181;4.3977
420.7367506152;0.7923;0.3254;0.9482;8.3;398;1.4682
463.3630677249;0.7958;0.5069;1.0514;11.1;620;0.8956
485.489184067;0.7986;0.5968;1.1044;13.3;730;0.7486
472.5694900517;0.8007;0.5036;1.0697;15;616;0.8511
513.0426258765;0.8029;0.7464;1.1699;16.7;913;0.6237
518.1256073691;0.8035;0.7505;1.1821;17.2;918;0.6045
482.572814513;0.8042;0.5281;1.0913;17.8;646;0.7973
403.3546649539;0.8042;0.1488;0.8930;17.8;182;2.5777
405.0517363572;0.8035;0.2060;0.8980;17.2;252;2.4214
359.8426576353;0.8035;0.0000;0.7850;17.2;0;0.0000
442.8579832411;0.8035;0.4128;0.9924;17.2;505;1.2119
435.5375342135;0.8029;0.3286;0.9747;16.7;402;1.3321
361.9789886319;0.8007;0.0000;0.7931;15;0;0.0000
351.4584162994;0.7993;0.0000;0.7680;13.9;0;0.0000
349.5305447088;0.7980;0.0000;0.7645;12.8;0;0.0000
349.3565435259;0.7980;0.0000;0.7641;12.8;0;0.0000
347.5375977895;0.7952;0.0000;0.7623;10.6;0;0.0000
347.361268071;0.7952;0.0000;0.7618;10.6;0;0.0000
346.8457260034;0.7944;0.0000;0.7613;10;0;0.0000
346.7956089222;0.7944;0.0000;0.7612;10;0;0.0000
344.9861696221;0.7917;0.0000;0.7594;7.8;0;0.0000
344.8102043693;0.7917;0.0000;0.7589;7.8;0;0.0000
344.2940947466;0.7909;0.0000;0.7584;7.2;0;0.0000
377.7956211097;0.7909;0.1480;0.8425;7.2;181;4.4379
431.6972474412;0.7952;0.3695;0.9727;10.6;452;1.2895
460.0629923392;0.7986;0.4742;1.0404;13.3;580;0.9467
482.1431200609;0.8007;0.5731;1.0938;15;701;0.7811
483.6881934475;0.8029;0.5616;1.0955;16.7;687;0.7821
470.7502094223;0.8049;0.4823;1.0609;18.3;590;0.8939
503.6132692129;0.8062;0.6769;1.1425;19.4;828;0.6807
488.4099207619;0.8084;0.5575;1.1019;21.1;682;0.7798
502.2353077186;0.8098;0.6458;1.1355;22.2;790;0.7028
498.9678477815;0.8106;0.6139;1.1263;22.9;751;0.7251
483.6295181741;0.8108;0.5265;1.0875;23;644;0.8273
465.7517812348;0.8101;0.4398;1.0431;22.5;538;0.9825
434.87737708;0.8084;0.2976;0.9675;21.1;364;1.4381
365.0116687692;0.8059;0.0000;0.7956;19.1;0;0.0000
355.1101778583;0.8045;0.0000;0.7721;18;0;0.0000
353.0862109425;0.8029;0.0000;0.7686;16.7;0;0.0000
352.0035752436;0.8015;0.0000;0.7672;15.6;0;0.0000
351.406272242;0.8007;0.0000;0.7665;15;0;0.0000
350.3639690751;0.7992;0.0000;0.7654;13.8;0;0.0000
349.3613461341;0.7978;0.0000;0.7642;12.7;0;0.0000
348.4420010878;0.7966;0.0000;0.7632;11.7;0;0.0000
347.4487403768;0.7952;0.0000;0.7621;10.6;0;0.0000
346.3662497533;0.7937;0.0000;0.7608;9.4;0;0.0000
345.3561761857;0.7923;0.0000;0.7597;8.3;0;0.0000
373.8181242604;0.7917;0.1275;0.8318;7.8;156;5.7029
402.5763360961;0.7966;0.2281;0.8987;11.7;279;2.2415
476.9095228053;0.8007;0.5772;1.0806;15;706;0.8179
476.9138070344;0.8029;0.5257;1.0785;16.7;643;0.8305
475.5305977917;0.8062;0.5085;1.0716;19.4;622;0.8627
455.8355695041;0.8091;0.3949;1.0192;21.7;483;1.0895
502.0496357146;0.8106;0.6622;1.1341;22.9;810;0.7076
513.9265499676;0.8123;0.7006;1.1626;24.2;857;0.6534
526.0441602938;0.8130;0.7701;1.1926;24.8;942;0.6030
519.3215070119;0.8139;0.7145;1.1746;25.5;874;0.6345
510.1484104138;0.8140;0.6605;1.1512;25.6;808;0.6788
497.7292161372;0.8128;0.5951;1.1210;24.6;728;0.7425
447.2713970802;0.8100;0.3352;0.9969;22.4;410;1.2247
364.336891467;0.8025;0.0000;0.7973;16.4;0;0.0000
354.3115748088;0.8034;0.0000;0.7712;17.1;0;0.0000
352.507662032;0.8021;0.0000;0.7679;16.1;0;0.0000
350.5546419907;0.7993;0.0000;0.7657;13.9;0;0.0000
350.0376137653;0.7988;0.0000;0.7649;13.5;0;0.0000
349.6534224373;0.7983;0.0000;0.7645;13.1;0;0.0000
348.3874628044;0.7965;0.0000;0.7632;11.6;0;0.0000
347.4447457006;0.7952;0.0000;0.7620;10.6;0;0.0000
348.3308784438;0.7967;0.0000;0.7628;11.8;0;0.0000
346.6121915668;0.7939;0.0000;0.7612;9.6;0;0.0000
347.0225238469;0.7948;0.0000;0.7614;10.3;0;0.0000
392.4603865966;0.7957;0.1995;0.8744;11;244;2.9103
449.2380096583;0.8000;0.4357;1.0118;14.4;533;1.0804
489.0887335327;0.8064;0.6009;1.1056;19.5;735;0.7649
514.7752741022;0.8100;0.7219;1.1670;22.4;883;0.6412
522.0450436387;0.8108;0.7505;1.1847;23;918;0.6121
506.930440294;0.8165;0.6295;1.1405;27.6;770;0.7065
508.0927277631;0.8166;0.6475;1.1433;27.7;792;0.7006
521.6634136265;0.8174;0.7300;1.1770;28.3;893;0.6365
529.4644331999;0.8181;0.7701;1.1961;28.9;942;0.6056
524.1104500539;0.8195;0.7243;1.1811;30;886;0.6331
517.1547695754;0.8188;0.6859;1.1642;29.4;839;0.6627
497.4443344511;0.8181;0.5714;1.1149;28.9;699;0.7714
451.7961012084;0.8168;0.3384;1.0015;27.8;414;1.2393
371.7817188418;0.8133;0.0000;0.8052;25;0;0.0000
359.6964042776;0.8105;0.0000;0.7776;22.8;0;0.0000
357.1357937776;0.8084;0.0000;0.7733;21.1;0;0.0000
357.7959423066;0.8098;0.0000;0.7735;22.2;0;0.0000
355.5727884124;0.8062;0.0000;0.7715;19.4;0;0.0000
354.9542756314;0.8056;0.0000;0.7705;18.9;0;0.0000
353.987738018;0.8042;0.0000;0.7695;17.8;0;0.0000
351.60537962;0.8007;0.0000;0.7670;15;0;0.0000
351.8619053182;0.8015;0.0000;0.7669;15.6;0;0.0000
350.8967673829;0.8000;0.0000;0.7660;14.4;0;0.0000
351.2957723307;0.8007;0.0000;0.7662;15;0;0.0000
397.4498817085;0.8021;0.2019;0.8804;16.1;247;2.9222
470.5946586075;0.8035;0.5363;1.0619;17.2;656;0.8857
497.9770507793;0.8070;0.6385;1.1275;20;781;0.7142
507.1974089951;0.8111;0.6646;1.1466;23.3;813;0.6822
512.4616246108;0.8154;0.6777;1.1557;26.7;829;0.6727
515.2086684457;0.8168;0.6875;1.1613;27.8;841;0.6645
509.4080863845;0.8188;0.6426;1.1445;29.4;786;0.7027
519.5245325873;0.8203;0.7055;1.1687;30.6;863;0.6570
507.1575014603;0.8216;0.6164;1.1359;31.7;754;0.7284
454.5886051308;0.8216;0.3319;1.0036;31.7;406;1.2581
486.3996562481;0.8216;0.5363;1.0835;31.7;656;0.8743
490.7598200305;0.8209;0.5428;1.0952;31.1;664;0.8344
395.5910611141;0.8188;0.0670;0.8592;29.4;82;5.6588
366.5869658893;0.8168;0.0000;0.7886;27.8;0;0.0000
361.8773947045;0.8146;0.0000;0.7789;26.1;0;0.0000
360.5442383867;0.8133;0.0000;0.7769;25;0;0.0000
358.6249765795;0.8105;0.0000;0.7749;22.8;0;0.0000
357.0519430946;0.8084;0.0000;0.7731;21.1;0;0.0000
355.5068656651;0.8062;0.0000;0.7713;19.4;0;0.0000
354.0464859333;0.8042;0.0000;0.7696;17.8;0;0.0000
353.4101020866;0.8035;0.0000;0.7688;17.2;0;0.0000
352.9350786014;0.8029;0.0000;0.7682;16.7;0;0.0000
352.3970607964;0.8021;0.0000;0.7676;16.1;0;0.0000
352.3434648567;0.8021;0.0000;0.7675;16.1;0;0.0000
365.8614142163;0.8029;0.0572;0.8008;16.7;70;0.0000
405.651345489;0.8042;0.2256;0.8988;17.8;276;2.4216
396.201739426;0.8062;0.1537;0.8732;19.4;188;3.4180
379.666126417;0.8077;0.0809;0.8304;20.6;99;10.0866
359.6526306262;0.8084;0.0000;0.7796;21.1;0;0.0000
357.6170115822;0.8091;0.0000;0.7737;21.7;0;0.0000
357.8340685509;0.8098;0.0000;0.7736;22.2;0;0.0000
358.7577487812;0.8111;0.0000;0.7746;23.3;0;0.0000
357.0556525925;0.8084;0.0000;0.7731;21.1;0;0.0000
354.203014978;0.8042;0.0000;0.7700;17.8;0;0.0000
354.8187259449;0.8056;0.0000;0.7702;18.9;0;0.0000
356.2544207947;0.8077;0.0000;0.7717;20.6;0;0.0000
356.3962036641;0.8077;0.0000;0.7720;20.6;0;0.0000
355.0285264343;0.8056;0.0000;0.7707;18.9;0;0.0000
353.5088456911;0.8035;0.0000;0.7690;17.2;0;0.0000
352.9482234551;0.8029;0.0000;0.7682;16.7;0;0.0000
351.499418375;0.8007;0.0000;0.7667;15;0;0.0000
351.3576648335;0.8007;0.0000;0.7664;15;0;0.0000
350.4391342847;0.7993;0.0000;0.7654;13.9;0;0.0000
351.2495805733;0.8007;0.0000;0.7661;15;0;0.0000
350.8339651833;0.8000;0.0000;0.7658;14.4;0;0.0000
349.8976877792;0.7986;0.0000;0.7648;13.3;0;0.0000
349.396093789;0.7980;0.0000;0.7642;12.8;0;0.0000
347.9526227002;0.7958;0.0000;0.7627;11.1;0;0.0000
