"T_c (C)";"q_dot_in (MW)";"q_dot_solar (MW)";"q_dot_out (MW)";"T_amb (°C)";"I (W/m2)";"phi (eur/Wh)"
356.1296251369;0.8072;0.0000;0.7719;20.2;0;0.0000
355.4118062755;0.8062;0.0000;0.7711;19.4;0;0.0000
354.6058532411;0.8051;0.0000;0.7702;18.5;0;0.0000
353.7907557859;0.8040;0.0000;0.7692;17.6;0;0.0000
352.9741247017;0.8029;0.0000;0.7683;16.7;0;0.0000
353.4640685781;0.8037;0.0000;0.7687;17.4;0;0.0000
363.2933815436;0.8047;0.0401;0.7924;18.2;49;0.0000
452.3211599915;0.8056;0.4521;1.0139;18.9;553;1.0988
497.6574609787;0.8095;0.6393;1.1241;22;782;0.7275
515.8537633656;0.8135;0.7112;1.1662;25.2;870;0.6490
525.7709284583;0.8174;0.7513;1.1875;28.3;919;0.6185
530.5462731968;0.8185;0.7734;1.1985;29.2;946;0.6024
532.9805513835;0.8198;0.7823;1.2034;30.2;957;0.5966
533.1964574824;0.8209;0.7783;1.2028;31.1;952;0.5993
531.7779678992;0.8214;0.7668;1.1987;31.5;938;0.6067
527.6922819459;0.8218;0.7390;1.1879;31.8;904;0.6252
520.419683401;0.8223;0.6924;1.1689;32.2;847;0.6604
501.1986470692;0.8209;0.5829;1.1216;31.1;713;0.7613
431.2140690341;0.8195;0.2256;0.9473;30;276;1.7915
372.1007478595;0.8181;0.0000;0.8011;28.9;0;0.0000
363.7946566575;0.8168;0.0000;0.7816;27.8;0;0.0000
362.107542312;0.8154;0.0000;0.7787;26.7;0;0.0000
361.0596641377;0.8140;0.0000;0.7775;25.6;0;0.0000
360.468742532;0.8133;0.0000;0.7768;25;0;0.0000
360.0014943738;0.8126;0.0000;0.7762;24.5;0;0.0000
359.466059701;0.8119;0.0000;0.7756;23.9;0;0.0000
358.6798558516;0.8108;0.0000;0.7748;23;0;0.0000
357.787415777;0.8095;0.0000;0.7738;22;0;0.0000
356.9649317485;0.8084;0.0000;0.7728;21.1;0;0.0000
356.5563227031;0.8079;0.0000;0.7723;20.7;0;0.0000
368.5394597313;0.8075;0.0540;0.8028;20.4;66;0.0000
446.5340527869;0.8070;0.4153;0.9981;20;508;1.1980
490.8068239687;0.8100;0.6009;1.1063;22.4;735;0.7725
509.0537573735;0.8130;0.6744;1.1495;24.8;825;0.6804
520.2534689719;0.8160;0.7243;1.1748;27.2;886;0.6379
526.7275260792;0.8169;0.7570;1.1904;27.9;926;0.6128
529.3501358682;0.8179;0.7668;1.1961;28.7;938;0.6053
529.4492438197;0.8188;0.7627;1.1954;29.4;933;0.6077
525.4998586668;0.8183;0.7382;1.1859;29;903;0.6226
511.0313885657;0.8179;0.6491;1.1495;28.7;794;0.6902
493.8313542611;0.8174;0.5567;1.1065;28.3;681;0.7917
461.5174583546;0.8153;0.3957;1.0273;26.6;484;1.0794
397.8924644724;0.8133;0.1112;0.8704;25;136;4.0028
363.4491080602;0.8111;0.0000;0.7864;23.3;0;0.0000
358.5552838538;0.8100;0.0000;0.7752;22.4;0;0.0000
357.3578050825;0.8089;0.0000;0.7733;21.5;0;0.0000
356.5129460377;0.8077;0.0000;0.7723;20.6;0;0.0000
355.6953929691;0.8066;0.0000;0.7714;19.7;0;0.0000
354.7977355302;0.8054;0.0000;0.7704;18.7;0;0.0000
353.9735436374;0.8042;0.0000;0.7694;17.8;0;0.0000
353.1557844816;0.8031;0.0000;0.7685;16.9;0;0.0000
352.2569347318;0.8019;0.0000;0.7675;15.9;0;0.0000
351.4316042676;0.8007;0.0000;0.7666;15;0;0.0000
351.0215438087;0.8002;0.0000;0.7660;14.6;0;0.0000
357.0867414883;0.7998;0.0278;0.7817;14.3;34;0.0000
431.477810489;0.7993;0.3687;0.9680;13.9;451;1.3568
483.348441343;0.8016;0.5935;1.0959;15.7;726;0.7777
505.4671173024;0.8040;0.6867;1.1495;17.6;840;0.6625
516.7891328098;0.8062;0.7374;1.1759;19.4;902;0.6191
522.0998659293;0.8079;0.7595;1.1878;20.7;929;0.6025
528.0789660806;0.8095;0.7905;1.2014;22;967;0.5841
532.9529997387;0.8111;0.8142;1.2121;23.3;996;0.5708
532.856596055;0.8119;0.8077;1.2111;23.9;988;0.5733
528.8704520106;0.8125;0.7783;1.2003;24.4;952;0.5902
522.4960856175;0.8133;0.7358;1.1833;25;900;0.6185
503.7489578721;0.8111;0.6287;1.1379;23.3;769;0.7005
428.9266763954;0.8091;0.2428;0.9519;21.7;297;1.6028
364.7777746948;0.8070;0.0000;0.7939;20;0;0.0000
355.4876122116;0.8051;0.0000;0.7724;18.5;0;0.0000
353.4536895659;0.8034;0.0000;0.7690;17.1;0;0.0000
352.0409609504;0.8015;0.0000;0.7673;15.6;0;0.0000
351.1659624939;0.8003;0.0000;0.7663;14.7;0;0.0000
350.2589288896;0.7991;0.0000;0.7652;13.7;0;0.0000
349.4320084442;0.7980;0.0000;0.7643;12.8;0;0.0000
349.6759117528;0.7985;0.0000;0.7644;13.2;0;0.0000
349.9420309482;0.7988;0.0000;0.7647;13.5;0;0.0000
350.2962405604;0.7993;0.0000;0.7651;13.9;0;0.0000
350.8221655335;0.8001;0.0000;0.7657;14.5;0;0.0000
371.3511828078;0.8007;0.0883;0.8166;15;108;14.3788
464.4093362453;0.8015;0.5240;1.0484;15.6;641;0.9270
505.9527323204;0.8034;0.7031;1.1514;17.1;860;0.6578
523.3402671177;0.8051;0.7840;1.1938;18.5;959;0.5890
530.9984155857;0.8070;0.8183;1.2114;20;1001;0.5661
521.8464610171;0.8086;0.7456;1.1864;21.3;912;0.6059
536.2959111668;0.8103;0.8453;1.2216;22.6;1034;0.5565
538.572677767;0.8119;0.8453;1.2257;23.9;1034;0.5531
523.5322594261;0.8119;0.7407;1.1874;23.9;906;0.6096
531.27195125;0.8119;0.8036;1.2071;23.9;983;0.5792
523.8907277332;0.8119;0.7480;1.1883;23.9;915;0.6081
502.491372738;0.8095;0.6254;1.1364;22;765;0.7003
425.9487537084;0.8072;0.2346;0.9464;20.2;287;1.6452
363.040548824;0.8049;0.0000;0.7917;18.3;0;0.0000
354.2534496753;0.8035;0.0000;0.7709;17.2;0;0.0000
352.5124952664;0.8021;0.0000;0.7679;16.1;0;0.0000
351.4554326773;0.8007;0.0000;0.7666;15;0;0.0000
351.514816151;0.8010;0.0000;0.7665;15.2;0;0.0000
351.6806157635;0.8012;0.0000;0.7667;15.4;0;0.0000
351.8607503402;0.8015;0.0000;0.7669;15.6;0;0.0000
351.1432083659;0.8003;0.0000;0.7662;14.7;0;0.0000
350.2567584196;0.7991;0.0000;0.7652;13.7;0;0.0000
349.4318385311;0.7980;0.0000;0.7643;12.8;0;0.0000
350.0848867222;0.7991;0.0000;0.7648;13.7;0;0.0000
372.5073869155;0.8003;0.0948;0.8199;14.7;116;11.6992
468.8925577462;0.8015;0.5477;1.0597;15.6;670;0.8866
491.8233546433;0.8037;0.6131;1.1152;17.4;750;0.7349
523.1790075196;0.8061;0.7889;1.1923;19.3;965;0.5927
532.6614207222;0.8084;0.8249;1.2142;21.1;1009;0.5640
524.4285735033;0.8095;0.7586;1.1921;22;928;0.5983
537.5993648265;0.8108;0.8510;1.2244;23;1041;0.5534
539.0305251792;0.8119;0.8477;1.2269;23.9;1037;0.5516
524.942201445;0.8121;0.7488;1.1907;24.1;916;0.6046
531.6080065267;0.8123;0.8036;1.2076;24.2;983;0.5790
524.3752314363;0.8125;0.7488;1.1889;24.4;916;0.6082
504.1011132474;0.8109;0.6303;1.1391;23.1;771;0.6975
426.258640751;0.8094;0.2289;0.9450;21.9;280;1.6874
364.9004775173;0.8077;0.0000;0.7934;20.6;0;0.0000
355.8256872759;0.8056;0.0000;0.7727;18.9;0;0.0000
353.6522272099;0.8036;0.0000;0.7693;17.3;0;0.0000
352.0615398072;0.8015;0.0000;0.7674;15.6;0;0.0000
351.0051020455;0.8001;0.0000;0.7661;14.5;0;0.0000
349.916198828;0.7986;0.0000;0.7649;13.3;0;0.0000
348.907219523;0.7972;0.0000;0.7637;12.2;0;0.0000
348.4781894059;0.7967;0.0000;0.7631;11.8;0;0.0000
348.1874738461;0.7963;0.0000;0.7628;11.5;0;0.0000
347.8305226545;0.7958;0.0000;0.7624;11.1;0;0.0000
348.122400859;0.7963;0.0000;0.7626;11.5;0;0.0000
370.1548287802;0.7967;0.0956;0.8177;11.8;117;10.9279
464.2799079703;0.7972;0.5371;1.0523;12.2;657;0.8972
505.7203745455;0.8019;0.7063;1.1523;15.9;864;0.6532
523.3562173071;0.8065;0.7791;1.1924;19.6;953;0.5932
532.5766481067;0.8111;0.8142;1.2112;23.3;996;0.5722
531.6351858458;0.8128;0.7962;1.2071;24.6;974;0.5804
538.4322124639;0.8144;0.8388;1.2228;25.9;1026;0.5605
539.476299398;0.8160;0.8355;1.2238;27.2;1022;0.5613
538.1480731352;0.8169;0.8224;1.2195;27.9;1006;0.5685
534.3103604361;0.8179;0.7930;1.2087;28.7;970;0.5857
526.2842540077;0.8188;0.7382;1.1874;29.4;903;0.6210
504.2138052805;0.8163;0.6123;1.1339;27.4;749;0.7207
423.4991012149;0.8136;0.2036;0.9339;25.3;249;1.9032
366.6439864148;0.8111;0.0000;0.7944;23.3;0;0.0000
357.7987013716;0.8084;0.0000;0.7749;21.1;0;0.0000
355.1587027645;0.8056;0.0000;0.7711;18.9;0;0.0000
353.113006411;0.8029;0.0000;0.7687;16.7;0;0.0000
352.4196290191;0.8021;0.0000;0.7677;16.1;0;0.0000
351.9370484816;0.8015;0.0000;0.7671;15.6;0;0.0000
351.3980446791;0.8007;0.0000;0.7665;15;0;0.0000
350.8538080677;0.8000;0.0000;0.7659;14.4;0;0.0000
350.3903537409;0.7993;0.0000;0.7653;13.9;0;0.0000
349.852812635;0.7986;0.0000;0.7647;13.3;0;0.0000
349.9627243087;0.7988;0.0000;0.7647;13.5;0;0.0000
369.4785795056;0.7991;0.0850;0.8136;13.7;104;15.7982
455.9462130766;0.7993;0.4864;1.0293;13.9;595;0.9955
498.9746127819;0.8037;0.6638;1.1333;17.4;812;0.6946
521.5700017751;0.8081;0.7660;1.1862;20.9;937;0.6054
531.8096799515;0.8125;0.8052;1.2078;24.4;985;0.5790
537.021720137;0.8151;0.8257;1.2184;26.5;1010;0.5676
539.4854197387;0.8176;0.8306;1.2222;28.5;1016;0.5658
540.7085238582;0.8203;0.8281;1.2226;30.6;1013;0.5689
538.9158772472;0.8211;0.8118;1.2172;31.3;993;0.5780
533.8282828743;0.8221;0.7742;1.2032;32.1;947;0.6008
523.8516735266;0.8230;0.7080;1.1769;32.8;866;0.6469
499.0089491697;0.8205;0.5690;1.1164;30.8;696;0.7736
417.7765830609;0.8179;0.1676;0.9154;28.7;205;2.3475
368.5819722791;0.8154;0.0000;0.7950;26.7;0;0.0000
361.0100835278;0.8130;0.0000;0.7784;24.8;0;0.0000
358.8237142792;0.8108;0.0000;0.7751;23;0;0.0000
357.0691207372;0.8084;0.0000;0.7731;21.1;0;0.0000
356.3248038597;0.8075;0.0000;0.7721;20.4;0;0.0000
355.5944443963;0.8065;0.0000;0.7713;19.6;0;0.0000
354.9505625557;0.8056;0.0000;0.7705;18.9;0;0.0000
354.7226704509;0.8054;0.0000;0.7702;18.7;0;0.0000
354.5351713826;0.8051;0.0000;0.7700;18.5;0;0.0000
354.353168645;0.8049;0.0000;0.7698;18.3;0;0.0000
354.3349707793;0.8049;0.0000;0.7697;18.3;0;0.0000
366.4307122505;0.8049;0.0531;0.8002;18.3;65;0.0000
454.8811653462;0.8049;0.4660;1.0211;18.3;570;1.0586
499.830139592;0.8095;0.6507;1.1296;22;796;0.7150
518.8191977311;0.8141;0.7268;1.1731;25.7;889;0.6377
528.8720188391;0.8188;0.7652;1.1940;29.4;936;0.6101
533.7730864769;0.8209;0.7848;1.2043;31.1;960;0.5970
535.6314277511;0.8229;0.7873;1.2070;32.7;963;0.5960
535.9519986733;0.8250;0.7807;1.2056;34.4;955;0.6014
533.8269302223;0.8258;0.7635;1.1995;35;934;0.6126
529.195192843;0.8264;0.7317;1.1870;35.5;895;0.6347
519.8283192454;0.8272;0.6712;1.1625;36.1;821;0.6827
494.8039458172;0.8241;0.5355;1.1021;33.7;655;0.8234
414.8224757642;0.8211;0.1472;0.9048;31.3;180;2.7364
369.9314709143;0.8181;0.0000;0.7957;28.9;0;0.0000
363.1011020159;0.8160;0.0000;0.7806;27.2;0;0.0000
361.1498168742;0.8140;0.0000;0.7777;25.6;0;0.0000
359.5822521925;0.8119;0.0000;0.7759;23.9;0;0.0000
358.5315352548;0.8105;0.0000;0.7746;22.8;0;0.0000
357.5285987442;0.8091;0.0000;0.7735;21.7;0;0.0000
356.5316166289;0.8077;0.0000;0.7724;20.6;0;0.0000
356.2689378431;0.8075;0.0000;0.7720;20.4;0;0.0000
356.0769320746;0.8072;0.0000;0.7717;20.2;0;0.0000
355.8946233012;0.8070;0.0000;0.7715;20;0;0.0000
356.3658496209;0.8077;0.0000;0.7720;20.6;0;0.0000
368.9001417326;0.8084;0.0531;0.8029;21.1;65;0.0000
456.2086147503;0.8091;0.4586;1.0202;21.7;561;1.0846
501.0917689512;0.8129;0.6466;1.1294;24.7;791;0.7232
520.0446164507;0.8165;0.7259;1.1738;27.6;888;0.6407
528.779332097;0.8203;0.7586;1.1922;30.6;928;0.6154
533.3387430736;0.8224;0.7766;1.2017;32.3;950;0.6036
535.9986546087;0.8244;0.7848;1.2064;33.9;960;0.5992
536.9938664029;0.8265;0.7823;1.2068;35.6;957;0.6020
534.9281447961;0.8270;0.7660;1.2010;36;937;0.6121
530.7980028738;0.8274;0.7382;1.1901;36.3;903;0.6311
521.2803558849;0.8279;0.6769;1.1654;36.7;828;0.6783
495.5930084604;0.8255;0.5346;1.1027;34.8;654;0.8257
415.0015576765;0.8233;0.1414;0.9031;33;173;2.8666
371.6906773734;0.8209;0.0000;0.7973;31.1;0;0.0000
364.9817292556;0.8186;0.0000;0.7827;29.3;0;0.0000
362.8017861841;0.8163;0.0000;0.7796;27.4;0;0.0000
361.1316260084;0.8140;0.0000;0.7777;25.6;0;0.0000
359.9080250815;0.8124;0.0000;0.7762;24.3;0;0.0000
358.7258851752;0.8108;0.0000;0.7749;23;0;0.0000
357.548586459;0.8091;0.0000;0.7736;21.7;0;0.0000
357.4311216573;0.8091;0.0000;0.7733;21.7;0;0.0000
357.4155991178;0.8091;0.0000;0.7732;21.7;0;0.0000
357.4140857027;0.8091;0.0000;0.7732;21.7;0;0.0000
357.4139657336;0.8091;0.0000;0.7732;21.7;0;0.0000
368.3816808285;0.8091;0.0482;0.8008;21.7;59;0.0000
452.8422416591;0.8091;0.4415;1.0117;21.7;540;1.1298
498.5135456707;0.8133;0.6319;1.1225;25;773;0.7402
518.6855930799;0.8175;0.7153;1.1693;28.4;875;0.6506
529.4856869509;0.8216;0.7595;1.1926;31.7;929;0.6171
533.9697284987;0.8233;0.7774;1.2024;33;951;0.6038
536.9003390558;0.8249;0.7889;1.2082;34.3;965;0.5972
537.3099590883;0.8265;0.7840;1.2076;35.6;959;0.6007
535.3181993764;0.8270;0.7685;1.2020;36;940;0.6105
529.6151752751;0.8274;0.7300;1.1871;36.3;893;0.6364
518.4617737804;0.8279;0.6597;1.1582;36.7;807;0.6930
491.2311553465;0.8252;0.5126;1.0921;34.5;627;0.8574
406.0541735324;0.8223;0.1055;0.8818;32.2;129;3.8441
369.6668191591;0.8195;0.0000;0.7936;30;0;0.0000
363.809694096;0.8171;0.0000;0.7813;28.1;0;0.0000
361.7929609877;0.8149;0.0000;0.7785;26.3;0;0.0000
360.0543408882;0.8125;0.0000;0.7765;24.4;0;0.0000
359.4752901097;0.8119;0.0000;0.7756;23.9;0;0.0000
358.9248256706;0.8111;0.0000;0.7750;23.3;0;0.0000
358.4629048154;0.8105;0.0000;0.7745;22.8;0;0.0000
358.2536042675;0.8103;0.0000;0.7742;22.6;0;0.0000
358.0688646836;0.8100;0.0000;0.7740;22.4;0;0.0000
357.8874422919;0.8098;0.0000;0.7738;22.2;0;0.0000
357.7063318021;0.8095;0.0000;0.7736;22;0;0.0000
368.2031109751;0.8094;0.0466;0.8001;21.9;57;0.0000
452.6596816643;0.8091;0.4406;1.0113;21.7;539;1.1324
484.344348516;0.8138;0.5477;1.0862;25.4;670;0.8401
472.4278060421;0.8184;0.4488;1.0516;29.1;549;0.9816
468.9911516413;0.8230;0.4243;1.0383;32.8;519;1.0633
472.375058;0.8247;0.4398;1.0452;34.1;538;1.0380
517.6214074259;0.8263;0.6965;1.1577;35.4;852;0.6906
531.7626476264;0.8279;0.7537;1.1920;36.7;922;0.6286
533.8050204468;0.8282;0.7578;1.1970;36.9;927;0.6206
527.8221675924;0.8283;0.7161;1.1816;37;876;0.6478
519.8799886018;0.8285;0.6679;1.1612;37.2;817;0.6881
484.9679080642;0.8258;0.4742;1.0757;35;580;0.9159
405.8323346486;0.8230;0.1063;0.8805;32.8;130;3.9812
370.1339466072;0.8203;0.0000;0.7940;30.6;0;0.0000
364.5079361634;0.8181;0.0000;0.7820;28.9;0;0.0000
362.6754030627;0.8161;0.0000;0.7794;27.3;0;0.0000
361.1184418479;0.8140;0.0000;0.7776;25.6;0;0.0000
360.4763950067;0.8133;0.0000;0.7768;25;0;0.0000
360.0022328957;0.8126;0.0000;0.7762;24.5;0;0.0000
359.46611783;0.8119;0.0000;0.7756;23.9;0;0.0000
358.842805841;0.8110;0.0000;0.7749;23.2;0;0.0000
358.1290922732;0.8100;0.0000;0.7741;22.4;0;0.0000
357.4876275211;0.8091;0.0000;0.7734;21.7;0;0.0000
357.749383359;0.8096;0.0000;0.7736;22.1;0;0.0000
358.7629164035;0.8100;0.0033;0.7757;22.4;4;0.0000
421.0172113727;0.8105;0.2845;0.9308;22.8;348;1.9022
482.6787733719;0.8143;0.5559;1.0815;25.8;680;0.8565
512.9669207189;0.8179;0.6875;1.1544;28.7;841;0.6802
525.8684422876;0.8216;0.7390;1.1834;31.7;904;0.6328
532.5122019142;0.8239;0.7676;1.1980;33.5;939;0.6118
535.4631155211;0.8263;0.7750;1.2031;35.4;948;0.6074
534.3895435986;0.8285;0.7578;1.1981;37.2;927;0.6194
529.858718946;0.8288;0.7276;1.1863;37.4;890;0.6402
521.891785427;0.8290;0.6777;1.1658;37.6;829;0.6797
506.9940367375;0.8293;0.5894;1.1278;37.8;721;0.7669
477.0624131345;0.8263;0.4374;1.0553;35.4;535;0.9994
399.7851129786;0.8233;0.0826;0.8652;33;101;5.4608
369.3747983737;0.8203;0.0000;0.7921;30.6;0;0.0000
365.3306947884;0.8195;0.0000;0.7827;30;0;0.0000
364.5439264657;0.8189;0.0000;0.7814;29.5;0;0.0000
363.9850668855;0.8181;0.0000;0.7807;28.9;0;0.0000
363.199034861;0.8170;0.0000;0.7799;28;0;0.0000
362.3086370947;0.8158;0.0000;0.7789;27;0;0.0000
361.4881927509;0.8146;0.0000;0.7779;26.1;0;0.0000
360.8365823167;0.8138;0.0000;0.7772;25.4;0;0.0000
360.1198568541;0.8128;0.0000;0.7764;24.6;0;0.0000
359.4787325904;0.8119;0.0000;0.7756;23.9;0;0.0000
359.577463463;0.8121;0.0000;0.7756;24.1;0;0.0000
366.175863998;0.8123;0.0286;0.7921;24.2;35;0.0000
441.9076104922;0.8125;0.3769;0.9810;24.4;461;1.3586
491.6705822208;0.8163;0.5886;1.1022;27.4;720;0.8006
512.3047218762;0.8199;0.6712;1.1507;30.3;821;0.6919
525.2091572504;0.8236;0.7284;1.1797;33.3;891;0.6429
531.2069660632;0.8253;0.7546;1.1933;34.6;923;0.6220
532.7565362603;0.8269;0.7554;1.1956;35.9;924;0.6209
531.0707732539;0.8285;0.7374;1.1896;37.2;902;0.6339
527.0464793057;0.8288;0.7112;1.1791;37.4;870;0.6533
519.8086318477;0.8290;0.6663;1.1605;37.6;815;0.6906
507.1738577899;0.8293;0.5919;1.1282;37.8;724;0.7657
476.9330307441;0.8268;0.4349;1.0545;35.8;532;1.0052
397.9794137037;0.8241;0.0719;0.8598;33.7;88;6.4181
370.0147555771;0.8216;0.0000;0.7923;31.7;0;0.0000
365.8812136578;0.8203;0.0000;0.7833;30.6;0;0.0000
364.5193688988;0.8188;0.0000;0.7814;29.4;0;0.0000
363.4970157806;0.8174;0.0000;0.7802;28.3;0;0.0000
362.8267445995;0.8165;0.0000;0.7794;27.6;0;0.0000
362.1083301081;0.8155;0.0000;0.7786;26.8;0;0.0000
361.4676775698;0.8146;0.0000;0.7779;26.1;0;0.0000
360.9153584383;0.8139;0.0000;0.7772;25.5;0;0.0000
360.4530858413;0.8133;0.0000;0.7767;25;0;0.0000
359.9182458999;0.8125;0.0000;0.7761;24.4;0;0.0000
359.4580753696;0.8119;0.0000;0.7756;23.9;0;0.0000
365.0641133995;0.8111;0.0270;0.7905;23.3;33;0.0000
440.1000329098;0.8105;0.3744;0.9785;22.8;458;1.3628
490.5988661208;0.8146;0.5886;1.1011;26.1;720;0.7990
513.3707458174;0.8189;0.6818;1.1544;29.5;834;0.6822
525.0029889104;0.8230;0.7284;1.1798;32.8;891;0.6416
530.3876856462;0.8249;0.7505;1.1916;34.3;918;0.6242
534.351063603;0.8267;0.7676;1.1999;35.7;939;0.6133
535.3509880196;0.8285;0.7652;1.2005;37.2;936;0.6153
530.9421761505;0.8288;0.7341;1.1891;37.4;898;0.6353
524.534662154;0.8290;0.6941;1.1725;37.6;849;0.6664
510.6422598667;0.8293;0.6099;1.1370;37.8;746;0.7438
475.3840193227;0.8268;0.4243;1.0506;35.8;519;1.0227
395.9568554728;0.8241;0.0638;0.8548;33.7;78;7.4759
369.7580697836;0.8216;0.0000;0.7917;31.7;0;0.0000
366.4252053499;0.8211;0.0000;0.7838;31.3;0;0.0000
365.8715550253;0.8208;0.0000;0.7828;31;0;0.0000
365.4976130556;0.8203;0.0000;0.7824;30.6;0;0.0000
363.9176687475;0.8179;0.0000;0.7808;28.7;0;0.0000
362.3016443341;0.8156;0.0000;0.7790;26.9;0;0.0000
360.5945467401;0.8133;0.0000;0.7771;25;0;0.0000
359.9363782949;0.8125;0.0000;0.7762;24.4;0;0.0000
359.4598150484;0.8119;0.0000;0.7756;23.9;0;0.0000
358.9233200696;0.8111;0.0000;0.7750;23.3;0;0.0000
358.5442683685;0.8106;0.0000;0.7745;22.9;0;0.0000
364.5903100634;0.8103;0.0278;0.7902;22.6;34;0.0000
444.6392972466;0.8098;0.3998;0.9906;22.2;489;1.2659
493.8806679048;0.8139;0.6074;1.1102;25.5;743;0.7726
514.724740663;0.8181;0.6908;1.1586;28.9;845;0.6723
524.9925959033;0.8223;0.7300;1.1805;32.2;893;0.6389
529.7655478432;0.8244;0.7480;1.1905;33.9;915;0.6252
533.0829201462;0.8264;0.7603;1.1969;35.5;930;0.6178
535.1079406292;0.8285;0.7644;1.1999;37.2;935;0.6163
532.0156731638;0.8288;0.7415;1.1918;37.4;907;0.6306
526.6515162384;0.8290;0.7071;1.1779;37.6;865;0.6561
514.9693480591;0.8293;0.6352;1.1480;37.8;777;0.7182
480.5327836122;0.8268;0.4496;1.0635;35.8;550;0.9668
396.4628862925;0.8241;0.0629;0.8560;33.7;77;7.1798
369.8028622739;0.8216;0.0000;0.7918;31.7;0;0.0000
366.1035961776;0.8206;0.0000;0.7835;30.9;0;0.0000
365.1909305011;0.8198;0.0000;0.7821;30.2;0;0.0000
363.2370521205;0.8169;0.0000;0.7801;27.9;0;0.0000
361.0959938167;0.8139;0.0000;0.7777;25.5;0;0.0000
359.0104430267;0.8110;0.0000;0.7753;23.2;0;0.0000
356.9276486378;0.8081;0.0000;0.7730;20.9;0;0.0000
354.8433423058;0.8052;0.0000;0.7706;18.6;0;0.0000
352.6750942205;0.8022;0.0000;0.7682;16.2;0;0.0000
350.5782336459;0.7993;0.0000;0.7658;13.9;0;0.0000
350.5310801579;0.7996;0.0000;0.7654;14.1;0;0.0000
360.1211238984;0.7997;0.0417;0.7895;14.2;51;0.0000
453.571237737;0.8000;0.4774;1.0227;14.4;584;1.0277
501.1552099191;0.8037;0.6785;1.1388;17.4;830;0.6831
519.4106841848;0.8074;0.7529;1.1815;20.3;921;0.6119
526.3093617278;0.8111;0.7742;1.1952;23.3;947;0.5960
495.9249406132;0.8128;0.5731;1.1165;24.6;701;0.7537
483.6608891535;0.8144;0.5175;1.0839;25.9;633;0.8494
511.3140059868;0.8160;0.6842;1.1521;27.2;837;0.6810
508.0848141983;0.8165;0.6442;1.1434;27.6;788;0.7002
498.6925951721;0.8169;0.5886;1.1193;27.9;720;0.7569
503.1111393563;0.8174;0.6197;1.1300;28.3;758;0.7323
479.733045129;0.8153;0.4880;1.0731;26.6;597;0.8878
383.1739247196;0.8133;0.0335;0.8337;25;41;11.1934
361.4598131927;0.8111;0.0000;0.7814;23.3;0;0.0000
357.7068934242;0.8090;0.0000;0.7741;21.6;0;0.0000
356.0561274577;0.8070;0.0000;0.7719;20;0;0.0000
354.5087808695;0.8049;0.0000;0.7702;18.3;0;0.0000
353.2933017786;0.8032;0.0000;0.7687;17;0;0.0000
352.1084108841;0.8016;0.0000;0.7674;15.7;0;0.0000
350.9270545322;0.8000;0.0000;0.7660;14.4;0;0.0000
350.6450138023;0.7997;0.0000;0.7656;14.2;0;0.0000
350.5317411801;0.7996;0.0000;0.7654;14.1;0;0.0000
350.3565667492;0.7993;0.0000;0.7652;13.9;0;0.0000
350.502859358;0.7996;0.0000;0.7654;14.1;0;0.0000
360.1184392196;0.7997;0.0417;0.7895;14.2;51;0.0000
452.9467387329;0.8000;0.4742;1.0211;14.4;580;1.0350
500.6968740529;0.8040;0.6753;1.1374;17.6;826;0.6865
519.3826028705;0.8079;0.7513;1.1809;20.7;919;0.6137
529.4705238342;0.8119;0.7930;1.2025;23.9;970;0.5860
534.4056881294;0.8141;0.8126;1.2128;25.7;994;0.5742
537.3815178248;0.8165;0.8216;1.2180;27.6;1005;0.5702
536.1287670536;0.8188;0.8028;1.2125;29.4;982;0.5814
535.1647196437;0.8195;0.7946;1.2092;30;972;0.5873
529.0385651336;0.8201;0.7513;1.1930;30.5;919;0.6139
516.7786455703;0.8209;0.6728;1.1611;31.1;823;0.6729
479.9207373268;0.8181;0.4717;1.0707;28.9;577;0.9064
390.3623928942;0.8153;0.0605;0.8497;26.6;74;6.6538
363.2520264429;0.8125;0.0000;0.7845;24.4;0;0.0000
359.1075111786;0.8109;0.0000;0.7757;23.1;0;0.0000
357.7425234906;0.8094;0.0000;0.7738;21.9;0;0.0000
356.5525256076;0.8077;0.0000;0.7724;20.6;0;0.0000
356.2715454431;0.8075;0.0000;0.7720;20.4;0;0.0000
356.077180116;0.8072;0.0000;0.7717;20.2;0;0.0000
355.8946427107;0.8070;0.0000;0.7715;20;0;0.0000
355.1421009339;0.8059;0.0000;0.7708;19.1;0;0.0000
354.2526753739;0.8046;0.0000;0.7698;18.1;0;0.0000
353.4290630202;0.8035;0.0000;0.7688;17.2;0;0.0000
352.9378950698;0.8029;0.0000;0.7682;16.7;0;0.0000
355.7611588036;0.8021;0.0147;0.7761;16.1;18;0.0000
425.4164874243;0.8015;0.3335;0.9508;15.6;408;1.5330
484.67915244;0.8056;0.5919;1.0953;18.9;724;0.7903
510.9992622187;0.8099;0.7006;1.1576;22.3;857;0.6584
523.4325744599;0.8140;0.7505;1.1850;25.6;918;0.6171
528.5809001679;0.8163;0.7693;1.1958;27.4;941;0.6032
531.3942092194;0.8186;0.7766;1.2005;29.3;950;0.5994
529.6912196641;0.8209;0.7554;1.1939;31.1;924;0.6137
524.5775975396;0.8216;0.7202;1.1801;31.7;881;0.6386
516.384123331;0.8223;0.6687;1.1587;32.2;818;0.6805
500.163835934;0.8230;0.5723;1.1168;32.8;700;0.7791
